# Logfile created on 2022-01-07 16:26:45 +0000 by logger.rb/v1.4.2
[2022-01-07T16:26:45+00:00] INFO: Started Chef Infra Zero at chefzero://localhost:1 with repository at /opt/gitlab/embedded
  One version per cookbook

[2022-01-07T16:26:46+00:00] INFO: *** Chef Infra Client 15.17.4 ***
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/recipes/disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/recipes/user.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/patroni/templates/default/patroni.yaml.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/consul/templates/default/sv-consul-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/resources/pgbouncer_user.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/recipes/enable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/patroni/metadata.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/templates/default/sv-pgbouncer-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/templates/default/sv-pgbouncer-log-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/README.md in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/runit/README.md in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/templates/default/databases.ini.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/templates/default/pgbouncer.ini.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/runit/libraries/provider_runit_service.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/patroni/templates/default/sv-patroni-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/attributes/default.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/runit/metadata.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/templates/default/sv-pgbouncer-log-config.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/libraries/pgbouncer_helper.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/pgbouncer/templates/default/pg_auth.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/runit/libraries/helpers.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/runit/LICENSE in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/runit/libraries/resource_runit_service.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/metadata.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/recipes/disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/templates/default/sv-logrotate-log-config.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/templates/default/sv-logrotate-t.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/recipes/enable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/libraries/logrotate_helper.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/templates/default/logrotate-service.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/README.md in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/resources/config.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/attributes/default.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/resources/extension.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/resources/query.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/metadata.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/resources/user.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/templates/default/sv-logrotate-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/resources/database.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/enable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/resources/schema.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/templates/default/logrotate.conf.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/templates/default/sv-logrotate-log-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/bin.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/pg_hba.conf.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/postgresql.conf.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/sysctl.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/postgresql-runtime.conf.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/sv-postgresql-log-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/gitlab-psql-rc.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/attributes/default.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/metadata.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/directory_locations.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/sv-postgresql-t.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/user.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/attributes/attributes.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/sv-postgresql-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/pg_ident.conf.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/resources/service.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/logrotate/recipes/folders_and_configs.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/templates/default/sv-postgresql-log-config.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/recipes/disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/alertmanager.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/postgresql/recipes/standalone.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/templates/default/redis.conf.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/templates/default/sv-redis-log-config.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/default.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/templates/default/gitlab-redis-cli-rc.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/gitlab-exporter.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/grafana_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/recipes/enable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/templates/default/sv-redis-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/pgbouncer-exporter_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/node-exporter_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/node-exporter.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/metadata.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/postgres-exporter_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/pgbouncer-exporter.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/postgres-exporter.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/grafana.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/gitlab-exporter_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/redis/templates/default/sv-redis-log-run.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/user.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/alertmanager_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/redis-exporter.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/prometheus_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/prometheus.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/libraries/grafana.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/libraries/prometheus_helper.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/templates/gitlab-exporter.yml.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/libraries/prometheus.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/templates/rules/node.rules in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-alertmanager-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-alertmanager-log-config.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/attributes/default.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/templates/postgres-queries.yaml.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/recipes/redis-exporter_disable.rb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/templates/rules/gitlab.rules in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/templates/grafana_ini.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-alertmanager-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-grafana-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-gitlab-exporter-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-gitlab-exporter-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-pgbouncer-exporter-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-gitlab-exporter-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-grafana-log-config.erb in the cache.
[2022-01-07T16:26:48+00:00] INFO: Storing updated cookbooks/monitoring/templates/mount_point_check.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-node-exporter-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-node-exporter-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-pgbouncer-exporter-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-pgbouncer-exporter-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-node-exporter-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-prometheus-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-postgres-exporter-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-prometheus-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-postgres-exporter-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-grafana-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-redis-exporter-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/templates/default/sv-registry-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-redis-exporter-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-redis-exporter-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/templates/default/sv-registry-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/templates/default/sv-mattermost-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-postgres-exporter-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/templates/default/sv-registry-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/monitoring/templates/sv-prometheus-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/registry/templates/default/registry-config.yml.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/libraries/mattermost_helper.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/templates/default/sv-mattermost-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/libraries/gitaly.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/sv-gitaly-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/sv-gitaly-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/mattermost/templates/default/sv-mattermost-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/recipes/database_migrations.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/sv-gitaly-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/templates/default/praefect-config.toml.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/templates/default/sv-praefect-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/libraries/praefect.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/templates/default/sv-praefect-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/libraries/gitlab_kas.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/templates/default/sv-gitlab-kas-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/templates/default/gitaly-config.toml.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitaly/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/templates/default/gitlab-kas-config.yml.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/templates/default/sv-praefect-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/praefect/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/templates/default/secret_token.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/templates/default/mount_point_check.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/templates/default/gitlab-pages-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/templates/default/sv-gitlab-kas-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/README.md in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/resources/certificate.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/templates/default/sv-gitlab-pages-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/recipes/http_authorization.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/templates/default/sv-gitlab-pages-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/libraries/gitlab_pages.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/nginx/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/nginx/templates/default/sv-nginx-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/libraries/lets_encrypt.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/nginx/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/nginx/templates/default/sv-nginx-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/libraries/helper.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/resources/selfsigned.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/recipes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/letsencrypt/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/nginx/templates/default/sv-nginx-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/README.md in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-pages/templates/default/sv-gitlab-pages-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/LICENSE in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/libraries/acme.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/resources/certificate.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/.rubocop.yml in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/kitchen.dokken.yml in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/Berksfile in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/recipes/enable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/templates/acme-challange.nginx.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/gitlab-kas/templates/default/sv-gitlab-kas-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/kitchen.digitalocean.yml in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/templates/default/sv-crond-log-config.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/chefignore in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/attributes/default.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/resources/ssl_key.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/recipes/disable.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/resources/job.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/templates/default/sv-crond-log-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/metadata.rb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/crond/templates/default/sv-crond-run.erb in the cache.
[2022-01-07T16:26:49+00:00] INFO: Storing updated cookbooks/acme/kitchen.yml in the cache.
[2022-01-07T16:26:51+00:00] INFO: Skipped selecting an init system because it was explicitly disabled
[2022-01-07T16:26:52+00:00] INFO: directory[/opt/gitlab/embedded/etc] created directory /opt/gitlab/embedded/etc
[2022-01-07T16:26:52+00:00] INFO: directory[/opt/gitlab/embedded/etc] owner changed to 0
[2022-01-07T16:26:52+00:00] INFO: directory[/opt/gitlab/embedded/etc] group changed to 0
[2022-01-07T16:26:52+00:00] INFO: directory[/opt/gitlab/embedded/etc] mode changed to 755
[2022-01-07T16:26:52+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] created file /opt/gitlab/embedded/etc/gitconfig
[2022-01-07T16:26:52+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] updated file contents /opt/gitlab/embedded/etc/gitconfig
[2022-01-07T16:26:52+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] mode changed to 755
[2022-01-07T16:26:52+00:00] INFO: template[/var/opt/gitlab/.gitconfig] backed up to /opt/gitlab/embedded/cookbooks/cache/backup/var/opt/gitlab/.gitconfig.chef-20220107162652.137203
[2022-01-07T16:26:52+00:00] INFO: template[/var/opt/gitlab/.gitconfig] updated file contents /var/opt/gitlab/.gitconfig
[2022-01-07T16:26:52+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-shell/config.yml to /var/opt/gitlab/gitlab-shell/config.yml] created
[2022-01-07T16:26:52+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-shell/.gitlab_shell_secret] created
[2022-01-07T16:26:53+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] created directory /opt/gitlab/etc/gitlab-rails
[2022-01-07T16:26:53+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] owner changed to 998
[2022-01-07T16:26:53+00:00] INFO: directory[create /opt/gitlab/etc/gitlab-rails] mode changed to 700
[2022-01-07T16:26:53+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails-rc] created file /opt/gitlab/etc/gitlab-rails-rc
[2022-01-07T16:26:53+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails-rc] updated file contents /opt/gitlab/etc/gitlab-rails-rc
[2022-01-07T16:26:53+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails-rc] owner changed to 0
[2022-01-07T16:26:53+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails-rc] group changed to 0
[2022-01-07T16:26:53+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails-rc] mode changed to 644
[2022-01-07T16:26:53+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/database.yml to /var/opt/gitlab/gitlab-rails/etc/database.yml] created
[2022-01-07T16:26:53+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/secrets.yml to /var/opt/gitlab/gitlab-rails/etc/secrets.yml] created
[2022-01-07T16:26:53+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/resque.yml to /var/opt/gitlab/gitlab-rails/etc/resque.yml] created
[2022-01-07T16:26:53+00:00] INFO: link[Link /opt/gitlab/embedded/service/gitlab-rails/config/cable.yml to /var/opt/gitlab/gitlab-rails/etc/cable.yml] created
